"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"SLC6A8"	-0.468228981479992	8.99124451523885	-6.92524037786881	1.49496099497296e-06	0.000205835609935297	5.33344798374366	TRUE	FALSE	FALSE
"SPNS3"	-0.692685647737857	3.07261939692315	-6.83083707789074	1.801775000271e-06	0.00023881017701613	5.24109955136262	TRUE	FALSE	FALSE
"ITGB4"	-0.375918814559276	9.28951687744174	-6.86689074206546	1.67755569676904e-06	0.000225091645274755	5.21061348081202	TRUE	FALSE	FALSE
"CYP1A1"	-0.839334782430036	3.2976485512172	-6.79918142487483	1.91868056400469e-06	0.000240588837865017	5.20198609822959	TRUE	FALSE	FALSE
"ATF3"	-0.540713325166609	6.15860659015588	-6.82748280965534	1.81380557878006e-06	0.00023881017701613	5.20074262724047	TRUE	FALSE	FALSE
"BCAR3"	-0.421269009081305	6.67541020154883	-6.82751809881636	1.81367857745651e-06	0.00023881017701613	5.18528740164712	TRUE	FALSE	FALSE
"GPR87"	-0.511803096536418	4.88728473740767	-6.79589452254986	1.93126072391764e-06	0.000240733363373071	5.18141259113858	TRUE	FALSE	FALSE
"SMIM3"	-0.414589862721577	6.57013948196919	-6.82217363329205	1.83301783285395e-06	0.000239840706005598	5.17709794490542	TRUE	FALSE	FALSE
"CLEC1A"	-0.721682919527533	5.29189838001808	-6.80075254144038	1.9126973001615e-06	0.000240588837865017	5.17653209568045	TRUE	FALSE	FALSE
"PLEKHG1"	-0.541631463922227	5.69624150530244	-6.80349719175557	1.90229113815232e-06	0.000240588837865017	5.16696353861741	TRUE	FALSE	FALSE
"TNIP1"	-0.430700868778896	6.21849556008876	-6.80837812888534	1.88392978897448e-06	0.000240588837865017	5.16214095064814	TRUE	FALSE	FALSE
"ZDHHC23"	0.839073906267874	2.61222036222403	6.80659512397937	1.89061584243166e-06	0.000240588837865017	5.15768562840949	TRUE	FALSE	FALSE
"CCNK"	-0.435123687804422	7.24758067042369	-6.80601855649986	1.89278314809379e-06	0.000240588837865017	5.13121639279383	TRUE	FALSE	FALSE
"LMO2"	-0.614377450429011	4.78318646708558	-6.75538380072234	2.09350426978778e-06	0.0002549234736841	5.10524991235425	TRUE	FALSE	FALSE
"PLCD4"	-0.651020730337735	3.45282153993087	-6.73896506673658	2.16321593531324e-06	0.00026040175367605	5.09596487920024	TRUE	FALSE	FALSE
"ITGA5"	-0.479088081343901	9.40253961271127	-6.80575061885006	1.89379119471519e-06	0.000240588837865017	5.08850665768651	TRUE	FALSE	FALSE
"MTHFD1L"	-0.508983326513657	6.65720413862478	-6.77416110543121	2.01661786652765e-06	0.000249894541036891	5.0797708758479	TRUE	FALSE	FALSE
"FAM47E-STBD1"	-0.509768418478618	6.13387602792452	-6.7645056179711	2.0557820671583e-06	0.00025325792413308	5.07392693820368	TRUE	FALSE	FALSE
"TGIF1"	-0.418516890662119	7.78946991313168	-6.75770993274708	2.08381735154116e-06	0.0002549234736841	5.02282609920275	TRUE	FALSE	FALSE
"EPHA2"	-1.60066659565827	0.630833344958343	-7.50009091125383	4.92353021765076e-07	9.60361921898433e-05	5.01807920808331	TRUE	TRUE	TRUE
