"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"KPNA6"	10980.1201237709	-0.0474835869354679	0.0611997982589794	-0.775878161142484	0.437820928370592	0.700781926931624	FALSE	FALSE	FALSE
"RTEL1-TNFRSF6B"	3536.22056668169	-0.0611910811157987	0.0645896310438307	-0.947382422331447	0.343443944795027	0.62430391621102	FALSE	FALSE	FALSE
"RNASET2"	817.267634868758	-0.0532811859116628	0.0823099033530953	-0.64732412189935	0.517422192928189	0.757739712714358	FALSE	FALSE	FALSE
"AGPAT4"	798.527590221235	-0.0412649516028201	0.0803608547161277	-0.513495678319839	0.607604633075569	0.812926044272242	FALSE	FALSE	FALSE
"MIPEP"	1880.80940412876	-0.0335210882703629	0.0596958851568922	-0.561530969551136	0.574435624187043	0.792958163004111	FALSE	FALSE	FALSE
"PRKCH"	13951.6312346233	-0.0409079748126829	0.0400538713745581	-1.02132386730206	0.307101022178201	0.593096801940669	FALSE	FALSE	FALSE
"IFNGR1"	1205.69752928198	0.24764385220817	0.0808110489470704	3.06448011051523	0.00218048672534213	0.0285597277775674	TRUE	FALSE	FALSE
"B4GALT7"	4831.73870087919	0.0379934168784022	0.0510710875731444	0.743932010924728	0.456917608197693	0.714667358251355	FALSE	FALSE	FALSE
"SH2D2A"	315.853033979896	-0.165232756560973	0.117990967292037	-1.40038479515138	0.161398120696841	0.426014137367547	FALSE	FALSE	FALSE
"VRK2"	2145.60349703826	0.111902137924871	0.0803838407630914	1.39209742732586	0.163892897208867	0.429330330718275	FALSE	FALSE	FALSE
